['148', '898', '327', '129', '712', '287', '143', '317', '589', '203', '881', '820', '993', '697', '155', '367', '756', '61', '979', '662']
['972', '527', '808', '145', '402', '641', '608', '948', '647', '364', '319', '930', '539', '907', '84', '441', '240', '189', '749', '461']
['827', '895', '888', '171', '218', '445', '600', '922', '872', '655', '279', '853', '601', '591', '626', '20', '562', '292', '173', '748']
['835', '194', '837', '580', '801', '18', '708', '660', '949', '529', '666', '323', '462', '874', '147', '871', '495', '375', '52', '294']
['98', '984', '86', '727', '980', '617', '322', '90', '819', '598', '714', '436', '677', '803', '936', '102', '661', '178', '836', '772']
['891', '996', '517', '743', '543', '645', '69', '365', '176', '838', '206', '792', '917', '512', '188', '897', '214', '9', '658', '747']
['575', '849', '253', '232', '347', '866', '876', '940', '804', '283', '403', '273', '74', '177', '826', '668', '665', '683', '268', '95']
['594', '414', '389', '28', '58', '493', '701', '624', '760', '510', '49', '316', '308', '359', '413', '977', '824', '983', '547', '336']
['859', '742', '407', '551', '66', '122', '321', '590', '622', '896', '246', '32', '21', '151', '691', '702', '718', '564', '87', '284']
['773', '794', '671', '602', '306', '566', '439', '391', '679', '396', '242', '107', '778', '903', '694', '563', '236', '384', '705', '231']
['957', '969', '212', '397', '571', '775', '685', '757', '348', '511', '925', '913', '795', '404', '673', '682', '400', '7', '219', '934']
['522', '73', '357', '491', '780', '351', '776', '550', '172', '514', '797', '202', '731', '448', '579', '490', '250', '964', '334', '904']
['717', '115', '950', '540', '71', '54', '409', '225', '755', '664', '814', '454', '618', '995', '100', '183', '303', '200', '680', '581']
['933', '12', '15', '555', '412', '535', '330', '274', '118', '198', '25', '11', '811', '915', '154', '430', '991', '879', '435', '850']
['228', '739', '733', '204', '695', '499', '474', '281', '921', '556', '132', '485', '191', '446', '423', '260', '390', '394', '243', '59']
['282', '633', '766', '346', '730', '152', '636', '91', '785', '373', '740', '290', '160', '813', '764', '99', '205', '914', '699', '821']
['377', '96', '230', '561', '366', '382', '839', '989', '918', '398', '754', '288', '684', '667', '788', '165', '182', '549', '4', '704']
['861', '919', '239', '864', '41', '286', '513', '987', '463', '121', '475', '761', '199', '938', '305', '978', '168', '741', '341', '345']
['530', '275', '823', '75', '840', '338', '752', '611', '451', '440', '241', '799', '134', '417', '975', '609', '296', '623', '1', '85']
['681', '438', '815', '860', '42', '771', '880', '480', '187', '548', '654', '170', '715', '16', '710', '217', '195', '35', '833', '507']
['744', '920', '343', '174', '64', '988', '688', '937', '501', '774', '941', '621', '909', '956', '841', '190', '912', '889', '951', '329']
['518', '344', '765', '33', '844', '235', '635', '68', '947', '521', '890', '17', '332', '19', '363', '405', '358', '893', '257', '161']
['293', '300', '643', '570', '40', '125', '37', '254', '868', '856', '663', '908', '310', '315', '479', '791', '846', '584', '326', '482']
['675', '449', '750', '736', '131', '614', '44', '220', '137', '504', '713', '523', '114', '528', '656', '478', '817', '116', '101', '144']
['428', '184', '593', '238', '383', '604', '416', '289', '596', '208', '724', '822', '816', '386', '627', '498', '248', '745', '424', '393']
