['254', '622', '602', '676', '451', '433', '197', '538', '824', '570', '155', '717', '713', '646', '231', '563', '782', '276', '998', '473']
['365', '733', '594', '482', '556', '623', '89', '258', '679', '34', '388', '695', '575', '374', '6', '178', '965', '338', '573', '979']
['100', '225', '160', '648', '386', '99', '53', '714', '828', '788', '699', '918', '532', '181', '976', '825', '400', '535', '566', '19']
['50', '904', '332', '264', '312', '383', '956', '335', '890', '103', '167', '66', '58', '934', '435', '17', '60', '183', '541', '369']
['857', '830', '171', '448', '408', '381', '843', '285', '429', '814', '490', '894', '801', '526', '665', '848', '465', '331', '324', '627']
['479', '743', '927', '942', '310', '930', '821', '711', '964', '725', '59', '706', '858', '603', '142', '639', '14', '989', '533', '959']
['82', '148', '509', '751', '650', '792', '958', '950', '459', '610', '485', '582', '336', '600', '889', '352', '877', '498', '666', '460']
['326', '947', '945', '289', '414', '67', '916', '51', '614', '757', '557', '43', '390', '305', '81', '587', '48', '8', '925', '344']
['640', '252', '548', '307', '480', '371', '95', '981', '731', '496', '991', '61', '391', '948', '761', '652', '450', '604', '284', '234']
['860', '591', '299', '941', '5', '348', '57', '677', '540', '339', '977', '634', '516', '953', '108', '744', '546', '905', '536', '36']
['426', '377', '303', '971', '609', '345', '954', '880', '790', '700', '410', '226', '298', '417', '592', '763', '316', '929', '809', '27']
['703', '398', '382', '244', '935', '242', '293', '191', '468', '461', '71', '920', '436', '111', '199', '209', '973', '506', '366', '549']
['132', '32', '745', '255', '37', '804', '138', '962', '185', '724', '83', '885', '26', '749', '452', '579', '892', '128', '94', '514']
['561', '693', '15', '153', '333', '76', '236', '246', '534', '928', '210', '835', '120', '397', '205', '735', '184', '777', '443', '290']
['216', '626', '518', '691', '241', '221', '760', '133', '427', '249', '545', '685', '607', '399', '0', '567', '470', '690', '445', '621']
['697', '517', '853', '384', '248', '287', '163', '31', '137', '55', '20', '845', '815', '796', '453', '865', '551', '88', '562', '165']
['661', '117', '660', '279', '813', '157', '206', '807', '2', '624', '617', '92', '46', '806', '278', '649', '143', '922', '214', '140']
['387', '481', '70', '487', '497', '501', '651', '554', '850', '909', '590', '189', '578', '762', '291', '488', '466', '613', '881', '606']
['215', '295', '978', '754', '581', '727', '149', '742', '834', '539', '274', '174', '911', '721', '281', '798', '729', '325', '105', '126']
['826', '313', '169', '217', '135', '515', '380', '674', '112', '505', '748', '657', '615', '35', '78', '778', '500', '176', '441', '360']
['611', '378', '511', '862', '392', '322', '879', '286', '54', '720', '91', '997', '531', '271', '839', '818', '854', '131', '467', '87']
['4', '229', '320', '69', '525', '966', '238', '192', '62', '84', '93', '39', '407', '805', '486', '919', '464', '98', '220', '605']
