['148', '175', '899', '881', '848', '707', '237', '751', '189', '477', '300', '756', '464', '437', '137', '465', '433', '280', '612', '974']
['789', '146', '34', '908', '461', '265', '225', '539', '120', '746', '900', '548', '158', '48', '138', '642', '829', '59', '345', '553']
['290', '559', '110', '407', '484', '336', '463', '149', '859', '251', '841', '165', '629', '240', '711', '26', '656', '966', '943', '522']
['947', '929', '27', '274', '224', '226', '843', '609', '869', '998', '759', '411', '951', '661', '663', '330', '78', '351', '243', '161']
['7', '919', '293', '515', '23', '638', '722', '775', '321', '173', '271', '626', '114', '101', '364', '986', '365', '897', '753', '239']
['67', '907', '865', '976', '617', '760', '380', '837', '288', '292', '886', '639', '890', '750', '326', '62', '622', '808', '221', '486']
['592', '153', '311', '192', '628', '487', '434', '657', '624', '481', '303', '304', '381', '945', '787', '718', '286', '676', '368', '358']
['444', '244', '370', '560', '133', '922', '412', '172', '131', '794', '100', '815', '413', '810', '614', '210', '533', '580', '575', '505']
['887', '126', '872', '130', '891', '176', '755', '76', '585', '708', '749', '994', '475', '531', '544', '724', '761', '472', '489', '15']
['344', '269', '159', '347', '375', '909', '316', '17', '125', '95', '89', '588', '659', '233', '821', '744', '640', '884', '710', '800']
['714', '245', '649', '177', '812', '262', '591', '195', '946', '662', '121', '128', '889', '697', '835', '500', '725', '261', '577', '25']
['589', '528', '547', '729', '155', '423', '687', '367', '867', '315', '785', '790', '278', '635', '200', '695', '216', '21', '479', '369']
['568', '654', '123', '0', '739', '490', '157', '915', '952', '857', '220', '450', '529', '445', '396', '3', '325', '232', '504', '391']
['572', '565', '416', '831', '699', '703', '470', '620', '791', '964', '107', '738', '674', '561', '53', '879', '397', '911', '743', '742']
['607', '435', '115', '634', '246', '582', '920', '689', '570', '524', '644', '514', '983', '937', '541', '228', '427', '188', '376', '670']
['134', '672', '145', '990', '601', '653', '238', '468', '681', '936', '141', '400', '938', '277', '972', '780', '103', '371', '122', '717']
['519', '402', '485', '349', '600', '410', '374', '399', '836', '652', '458', '180', '353', '950', '569', '927', '806', '185', '949', '878']
['50', '584', '143', '941', '474', '393', '758', '385', '171', '348', '692', '839', '70', '284', '436', '41', '918', '218', '231', '888']
['773', '257', '552', '686', '12', '197', '183', '868', '991', '563', '156', '88', '762', '645', '414', '75', '516', '984', '948', '264']
['334', '212', '206', '797', '823', '495', '930', '135', '493', '449', '694', '199', '312', '975', '893', '196', '363', '502', '605', '546']
['554', '783', '543', '401', '270', '217', '302', '83', '855', '999', '36', '803', '229', '328', '706', '834', '263', '766', '310', '20']
['453', '778', '16', '38', '338', '959', '885', '807', '139', '140', '701', '307', '170', '249', '45', '734', '926', '341', '643', '11']
['142', '564', '54', '117', '457', '904', '826', '207', '770', '357', '621', '259', '801', '576', '168', '527', '129', '473', '333', '784']
['182', '320', '602', '997', '864', '658', '509', '408', '740', '80', '492', '429', '111', '581', '782', '51', '680', '667', '898', '850']
['354', '497', '817', '525', '518', '55', '996', '236', '968', '873', '880', '355', '241', '616', '219', '814', '737', '398', '540', '796']
['29', '409', '297', '151', '980', '382', '690', '804', '501', '105', '735', '154', '184', '596', '816', '108', '677', '682', '282', '390']
['894', '523', '87', '712', '440', '765', '599', '611', '595', '668', '332', '417', '223', '960', '928', '566', '162', '666', '913', '454']
['405', '819', '618', '308', '571', '875', '627', '60', '646', '655', '467', '691', '562', '935', '967', '327', '845', '862', '104', '329']
['10', '147', '443', '2', '840', '260', '987', '322', '498', '167', '35', '335', '745', '350', '939', '203', '28', '828', '988', '506']
['811', '421', '119', '102', '394', '660', '992', '331', '295', '425', '19', '728', '448', '521', '85', '824', '275', '279', '309', '933']
['741', '442', '932', '849', '902', '430', '906', '896', '439', '793', '152', '438', '18', '247', '704', '776', '827', '204', '395', '441']
