['463', '721', '218', '865', '114', '141', '18', '986', '441', '626', '109', '988', '330', '66', '998', '168', '61', '202', '376', '378']
['889', '545', '714', '309', '537', '513', '566', '541', '863', '778', '599', '220', '866', '924', '143', '751', '81', '514', '542', '654']
['474', '635', '405', '71', '209', '421', '319', '659', '640', '424', '53', '727', '488', '489', '762', '10', '462', '853', '857', '711']
['373', '325', '579', '682', '457', '322', '590', '536', '432', '83', '456', '685', '45', '909', '807', '413', '30', '651', '613', '690']
['389', '447', '927', '451', '622', '907', '113', '384', '611', '284', '905', '497', '755', '287', '204', '246', '994', '358', '235', '806']
['224', '758', '563', '810', '286', '290', '200', '634', '638', '359', '406', '335', '89', '472', '77', '549', '479', '57', '574', '296']
['274', '544', '374', '777', '213', '291', '925', '232', '867', '501', '395', '949', '14', '251', '554', '508', '671', '54', '550', '969']
['13', '646', '69', '568', '931', '93', '215', '420', '470', '65', '921', '746', '756', '868', '784', '643', '97', '773', '656', '469']
['861', '471', '380', '371', '510', '783', '169', '976', '688', '264', '4', '961', '512', '182', '556', '844', '35', '249', '679', '845']
['360', '530', '851', '637', '729', '534', '695', '292', '614', '459', '926', '971', '914', '983', '289', '140', '364', '708', '76', '623']
['908', '339', '803', '41', '5', '337', '142', '491', '873', '593', '840', '483', '604', '112', '633', '133', '587', '589', '543', '982']
['121', '718', '88', '73', '460', '0', '805', '22', '511', '393', '156', '600', '744', '652', '872', '984', '94', '940', '941', '417']
['43', '372', '759', '247', '575', '551', '616', '477', '123', '818', '444', '240', '82', '896', '383', '653', '560', '527', '723', '725']
['476', '29', '404', '60', '481', '965', '598', '313', '830', '710', '485', '211', '607', '197', '743', '856', '176', '596', '555', '86']
['38', '431', '434', '776', '148', '586', '918', '964', '928', '452', '954', '381', '899', '241', '6', '187', '478', '618', '569', '365']
['974', '229', '245', '136', '138', '735', '165', '913', '410', '445', '612', '772', '261', '46', '876', '678', '897', '790', '16', '33']
['948', '880', '820', '185', '87', '837', '120', '80', '331', '738', '328', '487', '293', '210', '399', '594', '237', '902', '117', '631']
['317', '31', '236', '228', '942', '529', '780', '934', '208', '572', '238', '27', '192', '480', '801', '812', '603', '733', '968', '96']
['505', '691', '764', '119', '519', '44', '244', '539', '34', '375', '252', '19', '792', '841', '428', '860', '227', '859', '979', '843']
['814', '802', '917', '40', '158', '163', '789', '713', '203', '588', '258', '315', '12', '565', '672', '771', '126', '277', '37', '64']
['267', '288', '275', '340', '834', '919', '157', '930', '183', '878', '233', '20', '305', '699', '531', '553', '153', '847', '129', '874']
['963', '625', '101', '222', '779', '615', '800', '118', '199', '753', '966', '285', '748', '668', '207', '571', '959', '369', '754', '742']
['628', '504', '105', '36', '392', '194', '557', '996', '155', '167', '495', '430', '750', '440', '484', '398', '486', '785', '891', '770']
['263', '122', '794', '970', '573', '704', '836', '981', '956', '939', '411', '583', '453', '995', '475', '887', '624', '188', '726', '159']
['886', '166', '51', '394', '535', '70', '221', '401', '346', '947', '297', '533', '871', '90', '327', '605', '318', '425', '333', '608']
['944', '815', '17', '492', '422', '795', '642', '515', '496', '698', '75', '338', '195', '482', '416', '916', '419', '281', '78', '137']
['667', '706', '910', '164', '904', '464', '606', '781', '173', '717', '687', '716', '715', '171', '564', '827', '47', '144', '248', '813']
['329', '832', '798', '174', '458', '304', '894', '849', '225', '152', '799', '630', '59', '102', '429', '436', '657', '766', '761', '72']
['11', '884', '972', '186', '883', '336', '385', '354', '674', '538', '846', '450', '937', '231', '21', '839', '915', '938', '943', '39']
['639', '433', '193', '298', '226', '673', '506', '154', '898', '559', '662', '570', '670', '740', '314', '793', '677', '243', '312', '749']
