['989', '479', '83', '803', '827', '456', '457', '266', '747', '30', '567', '769', '217', '374', '700', '12', '554', '602', '577', '207', '75', '251', '261', '256', '517']
['209', '774', '873', '142', '392', '837', '228', '474', '448', '85', '866', '58', '486', '122', '797', '463', '106', '798', '985', '562', '637', '924', '912', '895', '826']
['408', '997', '200', '870', '404', '739', '232', '222', '564', '834', '869', '836', '364', '833', '672', '410', '409', '348', '993', '238', '815', '560', '161', '699', '192']
['225', '586', '639', '490', '572', '363', '439', '773', '358', '323', '166', '66', '894', '587', '16', '631', '197', '298', '188', '964', '316', '795', '360', '403', '105']
['412', '994', '590', '302', '138', '214', '248', '581', '189', '236', '634', '902', '373', '865', '613', '482', '792', '102', '712', '395', '73', '418', '64', '717', '519']
['44', '204', '724', '884', '480', '628', '391', '758', '913', '877', '781', '949', '496', '335', '355', '740', '518', '657', '542', '958', '53', '320', '783', '306', '603']
['741', '411', '690', '536', '854', '65', '719', '886', '235', '152', '666', '981', '625', '109', '461', '492', '159', '615', '67', '69', '626', '594', '210', '376', '662']
['916', '900', '359', '966', '987', '2', '183', '431', '825', '182', '300', '941', '779', '513', '169', '579', '9', '317', '799', '736', '156', '635', '711', '675', '356']
['892', '948', '859', '108', '244', '788', '787', '351', '504', '453', '673', '243', '923', '13', '7', '130', '459', '62', '761', '433', '352', '818', '350', '514', '965']
['34', '726', '354', '325', '816', '399', '627', '468', '839', '181', '216', '168', '472', '368', '342', '20', '831', '937', '793', '176', '808', '195', '969', '369', '39']
['487', '885', '98', '821', '984', '489', '475', '144', '313', '683', '380', '849', '934', '476', '441', '641', '857', '280', '447', '970', '558', '86', '143', '215', '177']
['21', '727', '755', '566', '263', '929', '743', '875', '281', '701', '174', '976', '509', '829', '339', '841', '424', '357', '230', '79', '691', '286', '737', '93', '520']
['846', '809', '890', '605', '778', '336', '124', '442', '434', '680', '556', '731', '720', '832', '861', '771', '483', '201', '375', '165', '101', '996', '133', '957', '593']
['694', '759', '321', '805', '899', '824', '991', '438', '477', '167', '807', '158', '801', '27', '285', '446', '223', '19', '240', '56', '705', '689', '995', '616', '522']
['856', '60', '100', '94', '333', '114', '800', '652', '128', '814', '23', '744', '206', '794', '714', '145', '367', '465', '49', '887', '718', '708', '257', '999', '911']
